Fiscal Year,Service,Department,Program,Fund,Fund Type,Expense Type,Description,Approved Amount
2023,Livable & Inclusive Communities,Department of Neighborhoods,Healthy Food Fund,00100 - General Fund,General Fund,Expenditures,Labor,0
2023,Livable & Inclusive Communities,Department of Neighborhoods,Historic Preservation,00100 - General Fund,General Fund,Expenditures,Non-Labor,"7,844"
2023,Livable & Inclusive Communities,Department of Neighborhoods,Historic Preservation,00100 - General Fund,General Fund,Expenditures,Labor,"51,733.76"
2023,Livable & Inclusive Communities,Department of Neighborhoods,Historic Preservation,00100 - General Fund,General Fund,Expenditures,Labor,0.01
2023,Livable & Inclusive Communities,Department of Neighborhoods,Historic Preservation,00100 - General Fund,General Fund,Expenditures,Labor,869
2023,Livable & Inclusive Communities,Department of Neighborhoods,Historic Preservation,00100 - General Fund,General Fund,Expenditures,Labor,"705,883.36"
2023,Livable & Inclusive Communities,Department of Neighborhoods,Historic Preservation,00100 - General Fund,General Fund,Expenditures,Labor,"103,570.89"
2023,Livable & Inclusive Communities,Department of Neighborhoods,Housing Affordability and Livability Agenda (HALA),00100 - General Fund,General Fund,Expenditures,Labor,0
2023,Livable & Inclusive Communities,Department of Neighborhoods,Housing Affordability and Livability Agenda (HALA),00100 - General Fund,General Fund,Expenditures,Labor,0
2023,Livable & Inclusive Communities,Department of Neighborhoods,Housing Affordability and Livability Agenda (HALA),00100 - General Fund,General Fund,Expenditures,Labor,0
2023,Livable & Inclusive Communities,Department of Neighborhoods,Housing Affordability and Livability Agenda (HALA),00100 - General Fund,General Fund,Expenditures,Labor,0
2023,Livable & Inclusive Communities,Department of Neighborhoods,Housing Affordability and Livability Agenda (HALA),00100 - General Fund,General Fund,Expenditures,Labor,0
2023,Livable & Inclusive Communities,Department of Neighborhoods,Major Institutions and Schools,00100 - General Fund,General Fund,Expenditures,Non-Labor,"1,638"
2023,Livable & Inclusive Communities,Department of Neighborhoods,Major Institutions and Schools,00100 - General Fund,General Fund,Expenditures,Labor,"11,005.28"
2023,Livable & Inclusive Communities,Department of Neighborhoods,Major Institutions and Schools,00100 - General Fund,General Fund,Expenditures,Labor,-0.01
2023,Livable & Inclusive Communities,Department of Neighborhoods,Major Institutions and Schools,00100 - General Fund,General Fund,Expenditures,Labor,237
2023,Livable & Inclusive Communities,Department of Neighborhoods,Major Institutions and Schools,00100 - General Fund,General Fund,Expenditures,Labor,"180,692.72"
2023,Livable & Inclusive Communities,Department of Neighborhoods,Major Institutions and Schools,00100 - General Fund,General Fund,Expenditures,Labor,"21,926.17"
2023,Livable & Inclusive Communities,Department of Neighborhoods,Neighborhood Matching,00100 - General Fund,General Fund,Expenditures,Non-Labor,"28,896"
2023,Livable & Inclusive Communities,Department of Neighborhoods,Neighborhood Matching,00100 - General Fund,General Fund,Expenditures,Non-Labor,"2,269,870"
2023,Livable & Inclusive Communities,Department of Neighborhoods,Neighborhood Matching,00100 - General Fund,General Fund,Expenditures,Labor,"60,659.04"
2023,Livable & Inclusive Communities,Department of Neighborhoods,Neighborhood Matching,00100 - General Fund,General Fund,Expenditures,Labor,0
2023,Livable & Inclusive Communities,Department of Neighborhoods,Neighborhood Matching,00100 - General Fund,General Fund,Expenditures,Labor,983
2023,Livable & Inclusive Communities,Department of Neighborhoods,Neighborhood Matching,00100 - General Fund,General Fund,Expenditures,Labor,"781,959.36"
2023,Livable & Inclusive Communities,Department of Neighborhoods,Neighborhood Matching,00100 - General Fund,General Fund,Expenditures,Labor,"121,580.06"
2023,Livable & Inclusive Communities,Department of Neighborhoods,Neighborhood Matching,00100 - General Fund,General Fund,Expenditures,Labor,65.52
2023,Livable & Inclusive Communities,Department of Neighborhoods,Participatory Budgeting (Your Voice Your Choice),00100 - General Fund,General Fund,Expenditures,Non-Labor,"3,000"
2023,Livable & Inclusive Communities,Department of Neighborhoods,Participatory Budgeting (Your Voice Your Choice),00100 - General Fund,General Fund,Expenditures,Labor,"7,745.92"
2023,Livable & Inclusive Communities,Department of Neighborhoods,Participatory Budgeting (Your Voice Your Choice),00100 - General Fund,General Fund,Expenditures,Labor,0
2023,Livable & Inclusive Communities,Department of Neighborhoods,Participatory Budgeting (Your Voice Your Choice),00100 - General Fund,General Fund,Expenditures,Labor,136
2023,Livable & Inclusive Communities,Department of Neighborhoods,Participatory Budgeting (Your Voice Your Choice),00100 - General Fund,General Fund,Expenditures,Labor,"101,260.64"
2023,Livable & Inclusive Communities,Department of Neighborhoods,Participatory Budgeting (Your Voice Your Choice),00100 - General Fund,General Fund,Expenditures,Labor,"15,045.63"
2023,Livable & Inclusive Communities,Department of Neighborhoods,People's Academy for Community Engagement (PACE),00100 - General Fund,General Fund,Expenditures,Non-Labor,"15,309"
2023,Livable & Inclusive Communities,Department of Neighborhoods,People's Academy for Community Engagement (PACE),00100 - General Fund,General Fund,Expenditures,Non-Labor,"9,992"
2023,Livable & Inclusive Communities,Department of Neighborhoods,People's Academy for Community Engagement (PACE),00100 - General Fund,General Fund,Expenditures,Labor,0
2023,Livable & Inclusive Communities,Department of Neighborhoods,People's Academy for Community Engagement (PACE),00100 - General Fund,General Fund,Expenditures,Labor,0
2023,Livable & Inclusive Communities,Department of Neighborhoods,People's Academy for Community Engagement (PACE),00100 - General Fund,General Fund,Expenditures,Labor,0
2023,Livable & Inclusive Communities,Department of Neighborhoods,People's Academy for Community Engagement (PACE),00100 - General Fund,General Fund,Expenditures,Labor,0
2023,Livable & Inclusive Communities,Department of Neighborhoods,People's Academy for Community Engagement (PACE),00100 - General Fund,General Fund,Expenditures,Labor,0
2023,Livable & Inclusive Communities,Department of Neighborhoods,People's Academy for Community Engagement (PACE),00100 - General Fund,General Fund,Expenditures,Labor,"5,237.72"
2023,Livable & Inclusive Communities,Department of Neighborhoods,P-Patch Community Gardening,00100 - General Fund,General Fund,Expenditures,Non-Labor,0
2023,Livable & Inclusive Communities,Department of Neighborhoods,P-Patch Community Gardening,00100 - General Fund,General Fund,Expenditures,Non-Labor,0
2023,Livable & Inclusive Communities,Department of Neighborhoods,P-Patch Community Gardening,00100 - General Fund,General Fund,Expenditures,Non-Labor,"18,281"
2023,Livable & Inclusive Communities,Department of Neighborhoods,P-Patch Community Gardening,00100 - General Fund,General Fund,Expenditures,Non-Labor,"7,017"
2023,Livable & Inclusive Communities,Department of Neighborhoods,P-Patch Community Gardening,00100 - General Fund,General Fund,Expenditures,Labor,"43,219.28"
2023,Livable & Inclusive Communities,Department of Neighborhoods,P-Patch Community Gardening,00100 - General Fund,General Fund,Expenditures,Labor,0
2023,Livable & Inclusive Communities,Department of Neighborhoods,P-Patch Community Gardening,00100 - General Fund,General Fund,Expenditures,Labor,718
2023,Livable & Inclusive Communities,Department of Neighborhoods,P-Patch Community Gardening,00100 - General Fund,General Fund,Expenditures,Labor,"557,635.52"
2023,Livable & Inclusive Communities,Department of Neighborhoods,P-Patch Community Gardening,00100 - General Fund,General Fund,Expenditures,Labor,"86,625.52"
2023,Livable & Inclusive Communities,Department of Neighborhoods,P-Patch Community Gardening,00100 - General Fund,General Fund,Expenditures,Non-Labor,"102,640"
2023,Livable & Inclusive Communities,Department of Neighborhoods,Re-imagination and Recovery,00100 - General Fund,General Fund,Expenditures,Non-Labor,"20,000"
2023,Livable & Inclusive Communities,Department of Neighborhoods,Re-imagination and Recovery,00100 - General Fund,General Fund,Expenditures,Non-Labor,0
2023,Livable & Inclusive Communities,Department of Neighborhoods,Re-imagination and Recovery,00100 - General Fund,General Fund,Expenditures,Labor,"33,632.54"
2023,Livable & Inclusive Communities,Department of Neighborhoods,Re-imagination and Recovery,00100 - General Fund,General Fund,Expenditures,Labor,"40,159.66"
2023,Livable & Inclusive Communities,Department of Neighborhoods,Re-imagination and Recovery,00100 - General Fund,General Fund,Expenditures,Labor,"450,947.82"
2023,Livable & Inclusive Communities,Department of Neighborhoods,Re-imagination and Recovery,00100 - General Fund,General Fund,Expenditures,Labor,"67,658.56"
2023,Livable & Inclusive Communities,Department of Neighborhoods,Re-imagination and Recovery,00100 - General Fund,General Fund,Expenditures,Non-Labor,0
2023,Livable & Inclusive Communities,Office for Civil Rights,Civil Rights Enforcement,00100 - General Fund,General Fund,Expenditures,Non-Labor,"149,752"
2023,Livable & Inclusive Communities,Office for Civil Rights,Civil Rights Enforcement,00100 - General Fund,General Fund,Expenditures,Labor,"91,302.87"
2023,Livable & Inclusive Communities,Office for Civil Rights,Civil Rights Enforcement,00100 - General Fund,General Fund,Expenditures,Labor,"195,737.41"
2023,Livable & Inclusive Communities,Office for Civil Rights,Civil Rights Enforcement,00100 - General Fund,General Fund,Expenditures,Labor,"4,044"
2023,Livable & Inclusive Communities,Office for Civil Rights,Civil Rights Enforcement,00100 - General Fund,General Fund,Expenditures,Labor,"1,237,637.13"
2023,Livable & Inclusive Communities,Office for Civil Rights,Civil Rights Enforcement,00100 - General Fund,General Fund,Expenditures,Labor,"145,386.58"
2023,Livable & Inclusive Communities,Office for Civil Rights,Civil Rights Enforcement,00100 - General Fund,General Fund,Expenditures,Labor,"6,026.26"
2023,Livable & Inclusive Communities,Office for Civil Rights,Civil Rights Enforcement,00100 - General Fund,General Fund,Expenditures,Non-Labor,"-57,254"
2023,Livable & Inclusive Communities,Office for Civil Rights,Civil Rights Enforcement,00100 - General Fund,General Fund,Expenditures,Labor,"1,630"
2023,Livable & Inclusive Communities,Office for Civil Rights,Community Investments,00100 - General Fund,General Fund,Expenditures,Non-Labor,"1,006,463"
2023,Livable & Inclusive Communities,Office for Civil Rights,Leadership and Administration,00100 - General Fund,General Fund,Expenditures,Non-Labor,"448,610"
2023,Livable & Inclusive Communities,Office for Civil Rights,Leadership and Administration,00100 - General Fund,General Fund,Expenditures,Non-Labor,167
2023,Livable & Inclusive Communities,Office for Civil Rights,Leadership and Administration,00100 - General Fund,General Fund,Expenditures,Non-Labor,"135,356.6"
2023,Livable & Inclusive Communities,Office for Civil Rights,Leadership and Administration,00100 - General Fund,General Fund,Expenditures,Non-Labor,"311,089.09"
2023,Livable & Inclusive Communities,Office for Civil Rights,Leadership and Administration,00100 - General Fund,General Fund,Expenditures,Non-Labor,"8,161.02"
